Statistic Label,Month,Age Group,Sex,UNIT,VALUE
Seasonally Adjusted Monthly Unemployment Rate,2018 August,15 - 74 years,Both sexes,%,5.7
Seasonally Adjusted Monthly Unemployment Rate,2018 August,15 - 74 years,Male,%,5.7
Seasonally Adjusted Monthly Unemployment Rate,2018 August,15 - 74 years,Female,%,5.7
Seasonally Adjusted Monthly Unemployment Rate,2018 August,25 - 74 years,Both sexes,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2018 August,25 - 74 years,Male,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2018 August,25 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2018 September,15 - 24 years,Both sexes,%,13.8
Seasonally Adjusted Monthly Unemployment Rate,2018 September,15 - 24 years,Male,%,15.1
Seasonally Adjusted Monthly Unemployment Rate,2018 September,15 - 24 years,Female,%,12.4
Seasonally Adjusted Monthly Unemployment Rate,2018 September,15 - 74 years,Both sexes,%,5.7
Seasonally Adjusted Monthly Unemployment Rate,2018 September,15 - 74 years,Male,%,5.6
Seasonally Adjusted Monthly Unemployment Rate,2018 September,15 - 74 years,Female,%,5.8
Seasonally Adjusted Monthly Unemployment Rate,2018 September,25 - 74 years,Both sexes,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2018 September,25 - 74 years,Male,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2018 September,25 - 74 years,Female,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2018 October,15 - 24 years,Both sexes,%,13.9
Seasonally Adjusted Monthly Unemployment Rate,2018 October,15 - 24 years,Male,%,15.4
Seasonally Adjusted Monthly Unemployment Rate,2018 October,15 - 24 years,Female,%,12.3
Seasonally Adjusted Monthly Unemployment Rate,2018 October,15 - 74 years,Both sexes,%,5.9
Seasonally Adjusted Monthly Unemployment Rate,2018 October,15 - 74 years,Male,%,5.8
Seasonally Adjusted Monthly Unemployment Rate,2018 October,15 - 74 years,Female,%,5.9
Seasonally Adjusted Monthly Unemployment Rate,2018 October,25 - 74 years,Both sexes,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2018 October,25 - 74 years,Male,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2018 October,25 - 74 years,Female,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2018 November,15 - 24 years,Both sexes,%,13.9
Seasonally Adjusted Monthly Unemployment Rate,2018 November,15 - 24 years,Male,%,15.7
Seasonally Adjusted Monthly Unemployment Rate,2018 November,15 - 24 years,Female,%,11.7
Seasonally Adjusted Monthly Unemployment Rate,2018 November,15 - 74 years,Both sexes,%,5.8
Seasonally Adjusted Monthly Unemployment Rate,2018 November,15 - 74 years,Male,%,5.8
Seasonally Adjusted Monthly Unemployment Rate,2018 November,15 - 74 years,Female,%,5.7
Seasonally Adjusted Monthly Unemployment Rate,2018 November,25 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2018 November,25 - 74 years,Male,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2018 November,25 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2018 December,15 - 24 years,Both sexes,%,13.6
Seasonally Adjusted Monthly Unemployment Rate,2018 December,15 - 24 years,Male,%,15.3
Seasonally Adjusted Monthly Unemployment Rate,2018 December,15 - 24 years,Female,%,11.5
Seasonally Adjusted Monthly Unemployment Rate,2018 December,15 - 74 years,Both sexes,%,5.6
Seasonally Adjusted Monthly Unemployment Rate,2018 December,15 - 74 years,Male,%,5.7
Seasonally Adjusted Monthly Unemployment Rate,2018 December,15 - 74 years,Female,%,5.4
Seasonally Adjusted Monthly Unemployment Rate,2018 December,25 - 74 years,Both sexes,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2018 December,25 - 74 years,Male,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2018 December,25 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2019 January,15 - 24 years,Both sexes,%,13
Seasonally Adjusted Monthly Unemployment Rate,2019 January,15 - 24 years,Male,%,15
Seasonally Adjusted Monthly Unemployment Rate,2019 January,15 - 24 years,Female,%,10.7
Seasonally Adjusted Monthly Unemployment Rate,2019 January,15 - 74 years,Both sexes,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2019 January,15 - 74 years,Male,%,5.4
Seasonally Adjusted Monthly Unemployment Rate,2019 January,15 - 74 years,Female,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2019 January,25 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2019 January,25 - 74 years,Male,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2019 January,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2019 February,15 - 24 years,Both sexes,%,12.8
Seasonally Adjusted Monthly Unemployment Rate,2019 February,15 - 24 years,Male,%,14.8
Seasonally Adjusted Monthly Unemployment Rate,2019 February,15 - 24 years,Female,%,10.5
Seasonally Adjusted Monthly Unemployment Rate,2019 February,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2019 February,15 - 74 years,Male,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2019 February,15 - 74 years,Female,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2019 February,25 - 74 years,Both sexes,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2019 February,25 - 74 years,Male,%,4
Seasonally Adjusted Monthly Unemployment Rate,2019 February,25 - 74 years,Female,%,3.6
Seasonally Adjusted Monthly Unemployment Rate,2019 March,15 - 24 years,Both sexes,%,12.7
Seasonally Adjusted Monthly Unemployment Rate,2019 March,15 - 24 years,Male,%,14.9
Seasonally Adjusted Monthly Unemployment Rate,2019 March,15 - 24 years,Female,%,10.4
Seasonally Adjusted Monthly Unemployment Rate,2019 March,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2019 March,15 - 74 years,Male,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2019 March,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2019 March,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2019 March,25 - 74 years,Male,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2019 March,25 - 74 years,Female,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2019 April,15 - 24 years,Both sexes,%,13.1
Seasonally Adjusted Monthly Unemployment Rate,2019 April,15 - 24 years,Male,%,15.5
Seasonally Adjusted Monthly Unemployment Rate,2019 April,15 - 24 years,Female,%,10.6
Seasonally Adjusted Monthly Unemployment Rate,2019 April,15 - 74 years,Both sexes,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2019 April,15 - 74 years,Male,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2019 April,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2019 April,25 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2019 April,25 - 74 years,Male,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2019 April,25 - 74 years,Female,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2019 May,15 - 24 years,Both sexes,%,13.4
Seasonally Adjusted Monthly Unemployment Rate,2019 May,15 - 24 years,Male,%,15.8
Seasonally Adjusted Monthly Unemployment Rate,2019 May,15 - 24 years,Female,%,10.9
Seasonally Adjusted Monthly Unemployment Rate,2019 May,15 - 74 years,Both sexes,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2019 May,15 - 74 years,Male,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2019 May,15 - 74 years,Female,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2019 May,25 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2019 May,25 - 74 years,Male,%,4
Seasonally Adjusted Monthly Unemployment Rate,2019 May,25 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2019 June,15 - 24 years,Both sexes,%,13.3
Seasonally Adjusted Monthly Unemployment Rate,2019 June,15 - 24 years,Male,%,15.4
Seasonally Adjusted Monthly Unemployment Rate,2019 June,15 - 24 years,Female,%,10.9
Seasonally Adjusted Monthly Unemployment Rate,2019 June,15 - 74 years,Both sexes,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2019 June,15 - 74 years,Male,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2019 June,15 - 74 years,Female,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2019 June,25 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2019 June,25 - 74 years,Male,%,4
Seasonally Adjusted Monthly Unemployment Rate,2019 June,25 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2019 July,15 - 24 years,Both sexes,%,12.9
Seasonally Adjusted Monthly Unemployment Rate,2019 July,15 - 24 years,Male,%,14.6
Seasonally Adjusted Monthly Unemployment Rate,2019 July,15 - 24 years,Female,%,11
Seasonally Adjusted Monthly Unemployment Rate,2019 July,15 - 74 years,Both sexes,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2019 July,15 - 74 years,Male,%,5.4
Seasonally Adjusted Monthly Unemployment Rate,2019 July,15 - 74 years,Female,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2019 July,25 - 74 years,Both sexes,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2019 July,25 - 74 years,Male,%,4.1
Seasonally Adjusted Monthly Unemployment Rate,2019 July,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2019 August,15 - 24 years,Both sexes,%,12.5
Seasonally Adjusted Monthly Unemployment Rate,2019 August,15 - 24 years,Male,%,13.8
Seasonally Adjusted Monthly Unemployment Rate,2019 August,15 - 24 years,Female,%,10.9
Seasonally Adjusted Monthly Unemployment Rate,2019 August,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2019 August,15 - 74 years,Male,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2019 August,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2019 August,25 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2019 August,25 - 74 years,Male,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2019 August,25 - 74 years,Female,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2019 September,15 - 24 years,Both sexes,%,11.9
Seasonally Adjusted Monthly Unemployment Rate,2019 September,15 - 24 years,Male,%,12.9
Seasonally Adjusted Monthly Unemployment Rate,2019 September,15 - 24 years,Female,%,10.8
Seasonally Adjusted Monthly Unemployment Rate,2019 September,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2019 September,15 - 74 years,Male,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2019 September,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2019 September,25 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2019 September,25 - 74 years,Male,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2019 September,25 - 74 years,Female,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2019 October,15 - 24 years,Both sexes,%,11
Seasonally Adjusted Monthly Unemployment Rate,2019 October,15 - 24 years,Male,%,11.5
Seasonally Adjusted Monthly Unemployment Rate,2019 October,15 - 24 years,Female,%,10.5
Seasonally Adjusted Monthly Unemployment Rate,2019 October,15 - 74 years,Both sexes,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2019 October,15 - 74 years,Male,%,5
Seasonally Adjusted Monthly Unemployment Rate,2019 October,15 - 74 years,Female,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2019 October,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2019 October,25 - 74 years,Male,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2019 October,25 - 74 years,Female,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2019 November,15 - 24 years,Both sexes,%,11.2
Seasonally Adjusted Monthly Unemployment Rate,2019 November,15 - 24 years,Male,%,12
Seasonally Adjusted Monthly Unemployment Rate,2019 November,15 - 24 years,Female,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2019 November,15 - 74 years,Both sexes,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2019 November,15 - 74 years,Male,%,5
Seasonally Adjusted Monthly Unemployment Rate,2019 November,15 - 74 years,Female,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2019 November,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2019 November,25 - 74 years,Male,%,4
Seasonally Adjusted Monthly Unemployment Rate,2019 November,25 - 74 years,Female,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2019 December,15 - 24 years,Both sexes,%,11.4
Seasonally Adjusted Monthly Unemployment Rate,2019 December,15 - 24 years,Male,%,12.6
Seasonally Adjusted Monthly Unemployment Rate,2019 December,15 - 24 years,Female,%,10
Seasonally Adjusted Monthly Unemployment Rate,2019 December,15 - 74 years,Both sexes,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2019 December,15 - 74 years,Male,%,5
Seasonally Adjusted Monthly Unemployment Rate,2019 December,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2019 December,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2019 December,25 - 74 years,Male,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2019 December,25 - 74 years,Female,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2020 January,15 - 24 years,Both sexes,%,12.4
Seasonally Adjusted Monthly Unemployment Rate,2020 January,15 - 24 years,Male,%,15
Seasonally Adjusted Monthly Unemployment Rate,2020 January,15 - 24 years,Female,%,9.5
Seasonally Adjusted Monthly Unemployment Rate,2020 January,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2020 January,15 - 74 years,Male,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2020 January,15 - 74 years,Female,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2020 January,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2020 January,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2020 January,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2020 February,15 - 24 years,Both sexes,%,12.3
Seasonally Adjusted Monthly Unemployment Rate,2020 February,15 - 24 years,Male,%,14.4
Seasonally Adjusted Monthly Unemployment Rate,2020 February,15 - 24 years,Female,%,10
Seasonally Adjusted Monthly Unemployment Rate,2020 February,15 - 74 years,Both sexes,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2020 February,15 - 74 years,Male,%,5
Seasonally Adjusted Monthly Unemployment Rate,2020 February,15 - 74 years,Female,%,4.6
Seasonally Adjusted Monthly Unemployment Rate,2020 February,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2020 February,25 - 74 years,Male,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2020 February,25 - 74 years,Female,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2020 March,15 - 24 years,Both sexes,%,12.5
Seasonally Adjusted Monthly Unemployment Rate,2020 March,15 - 24 years,Male,%,13.3
Seasonally Adjusted Monthly Unemployment Rate,2020 March,15 - 24 years,Female,%,11.7
Seasonally Adjusted Monthly Unemployment Rate,2020 March,15 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2020 March,15 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2020 March,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2020 March,25 - 74 years,Both sexes,%,3.9
Seasonally Adjusted Monthly Unemployment Rate,2020 March,25 - 74 years,Male,%,3.8
Seasonally Adjusted Monthly Unemployment Rate,2020 March,25 - 74 years,Female,%,4
Seasonally Adjusted Monthly Unemployment Rate,2020 April,15 - 24 years,Both sexes,%,13.1
Seasonally Adjusted Monthly Unemployment Rate,2020 April,15 - 24 years,Male,%,11.5
Seasonally Adjusted Monthly Unemployment Rate,2020 April,15 - 24 years,Female,%,14.9
Seasonally Adjusted Monthly Unemployment Rate,2020 April,15 - 74 years,Both sexes,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2020 April,15 - 74 years,Male,%,4.8
Seasonally Adjusted Monthly Unemployment Rate,2020 April,15 - 74 years,Female,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2020 April,25 - 74 years,Both sexes,%,3.7
Seasonally Adjusted Monthly Unemployment Rate,2020 April,25 - 74 years,Male,%,4
Seasonally Adjusted Monthly Unemployment Rate,2020 April,25 - 74 years,Female,%,3.2
Seasonally Adjusted Monthly Unemployment Rate,2020 May,15 - 24 years,Both sexes,%,14.8
Seasonally Adjusted Monthly Unemployment Rate,2020 May,15 - 24 years,Male,%,12
Seasonally Adjusted Monthly Unemployment Rate,2020 May,15 - 24 years,Female,%,17.7
Seasonally Adjusted Monthly Unemployment Rate,2020 May,15 - 74 years,Both sexes,%,5
Seasonally Adjusted Monthly Unemployment Rate,2020 May,15 - 74 years,Male,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2020 May,15 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2020 May,25 - 74 years,Both sexes,%,4
Seasonally Adjusted Monthly Unemployment Rate,2020 May,25 - 74 years,Male,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2020 May,25 - 74 years,Female,%,3.4
Seasonally Adjusted Monthly Unemployment Rate,2020 June,15 - 24 years,Both sexes,%,16.7
Seasonally Adjusted Monthly Unemployment Rate,2020 June,15 - 24 years,Male,%,14.8
Seasonally Adjusted Monthly Unemployment Rate,2020 June,15 - 24 years,Female,%,18.7
Seasonally Adjusted Monthly Unemployment Rate,2020 June,15 - 74 years,Both sexes,%,5.7
Seasonally Adjusted Monthly Unemployment Rate,2020 June,15 - 74 years,Male,%,5.6
Seasonally Adjusted Monthly Unemployment Rate,2020 June,15 - 74 years,Female,%,5.8
Seasonally Adjusted Monthly Unemployment Rate,2020 June,25 - 74 years,Both sexes,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2020 June,25 - 74 years,Male,%,4.7
Seasonally Adjusted Monthly Unemployment Rate,2020 June,25 - 74 years,Female,%,4.2
Seasonally Adjusted Monthly Unemployment Rate,2020 July,15 - 24 years,Both sexes,%,18.9
Seasonally Adjusted Monthly Unemployment Rate,2020 July,15 - 24 years,Male,%,20.1
Seasonally Adjusted Monthly Unemployment Rate,2020 July,15 - 24 years,Female,%,17.8
Seasonally Adjusted Monthly Unemployment Rate,2020 July,15 - 74 years,Both sexes,%,6.8
Seasonally Adjusted Monthly Unemployment Rate,2020 July,15 - 74 years,Male,%,6.5
Seasonally Adjusted Monthly Unemployment Rate,2020 July,15 - 74 years,Female,%,7.1
Seasonally Adjusted Monthly Unemployment Rate,2020 July,25 - 74 years,Both sexes,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2020 July,25 - 74 years,Male,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2020 July,25 - 74 years,Female,%,5.6
Seasonally Adjusted Monthly Unemployment Rate,2020 August,15 - 24 years,Both sexes,%,19.4
Seasonally Adjusted Monthly Unemployment Rate,2020 August,15 - 24 years,Male,%,21.3
Seasonally Adjusted Monthly Unemployment Rate,2020 August,15 - 24 years,Female,%,17.4
Seasonally Adjusted Monthly Unemployment Rate,2020 August,15 - 74 years,Both sexes,%,7.2
Seasonally Adjusted Monthly Unemployment Rate,2020 August,15 - 74 years,Male,%,6.8
Seasonally Adjusted Monthly Unemployment Rate,2020 August,15 - 74 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2020 August,25 - 74 years,Both sexes,%,5.6
Seasonally Adjusted Monthly Unemployment Rate,2020 August,25 - 74 years,Male,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2020 August,25 - 74 years,Female,%,6.2
Seasonally Adjusted Monthly Unemployment Rate,2020 September,15 - 24 years,Both sexes,%,20.1
Seasonally Adjusted Monthly Unemployment Rate,2020 September,15 - 24 years,Male,%,21.7
Seasonally Adjusted Monthly Unemployment Rate,2020 September,15 - 24 years,Female,%,18.5
Seasonally Adjusted Monthly Unemployment Rate,2020 September,15 - 74 years,Both sexes,%,7.3
Seasonally Adjusted Monthly Unemployment Rate,2020 September,15 - 74 years,Male,%,7
Seasonally Adjusted Monthly Unemployment Rate,2020 September,15 - 74 years,Female,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2020 September,25 - 74 years,Both sexes,%,5.6
Seasonally Adjusted Monthly Unemployment Rate,2020 September,25 - 74 years,Male,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2020 September,25 - 74 years,Female,%,6
Seasonally Adjusted Monthly Unemployment Rate,2020 October,15 - 24 years,Both sexes,%,17.1
Seasonally Adjusted Monthly Unemployment Rate,2020 October,15 - 24 years,Male,%,16.7
Seasonally Adjusted Monthly Unemployment Rate,2020 October,15 - 24 years,Female,%,17.5
Seasonally Adjusted Monthly Unemployment Rate,2020 October,15 - 74 years,Both sexes,%,6.4
Seasonally Adjusted Monthly Unemployment Rate,2020 October,15 - 74 years,Male,%,6.4
Seasonally Adjusted Monthly Unemployment Rate,2020 October,15 - 74 years,Female,%,6.4
Seasonally Adjusted Monthly Unemployment Rate,2020 October,25 - 74 years,Both sexes,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2020 October,25 - 74 years,Male,%,5.2
Seasonally Adjusted Monthly Unemployment Rate,2020 October,25 - 74 years,Female,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2020 November,15 - 24 years,Both sexes,%,17.1
Seasonally Adjusted Monthly Unemployment Rate,2020 November,15 - 24 years,Male,%,15.7
Seasonally Adjusted Monthly Unemployment Rate,2020 November,15 - 24 years,Female,%,18.7
Seasonally Adjusted Monthly Unemployment Rate,2020 November,15 - 74 years,Both sexes,%,6.2
Seasonally Adjusted Monthly Unemployment Rate,2020 November,15 - 74 years,Male,%,6.4
Seasonally Adjusted Monthly Unemployment Rate,2020 November,15 - 74 years,Female,%,6
Seasonally Adjusted Monthly Unemployment Rate,2020 November,25 - 74 years,Both sexes,%,4.9
Seasonally Adjusted Monthly Unemployment Rate,2020 November,25 - 74 years,Male,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2020 November,25 - 74 years,Female,%,4.4
Seasonally Adjusted Monthly Unemployment Rate,2020 December,15 - 24 years,Both sexes,%,15.6
Seasonally Adjusted Monthly Unemployment Rate,2020 December,15 - 24 years,Male,%,13.4
Seasonally Adjusted Monthly Unemployment Rate,2020 December,15 - 24 years,Female,%,18
Seasonally Adjusted Monthly Unemployment Rate,2020 December,15 - 74 years,Both sexes,%,6.2
Seasonally Adjusted Monthly Unemployment Rate,2020 December,15 - 74 years,Male,%,6.3
Seasonally Adjusted Monthly Unemployment Rate,2020 December,15 - 74 years,Female,%,6
Seasonally Adjusted Monthly Unemployment Rate,2020 December,25 - 74 years,Both sexes,%,5.1
Seasonally Adjusted Monthly Unemployment Rate,2020 December,25 - 74 years,Male,%,5.5
Seasonally Adjusted Monthly Unemployment Rate,2020 December,25 - 74 years,Female,%,4.5
Seasonally Adjusted Monthly Unemployment Rate,2021 January,15 - 24 years,Both sexes,%,17.3
Seasonally Adjusted Monthly Unemployment Rate,2021 January,15 - 24 years,Male,%,15.2
Seasonally Adjusted Monthly Unemployment Rate,2021 January,15 - 24 years,Female,%,19.6
Seasonally Adjusted Monthly Unemployment Rate,2021 January,15 - 74 years,Both sexes,%,7
Seasonally Adjusted Monthly Unemployment Rate,2021 January,15 - 74 years,Male,%,7.1
Seasonally Adjusted Monthly Unemployment Rate,2021 January,15 - 74 years,Female,%,6.9
Seasonally Adjusted Monthly Unemployment Rate,2021 January,25 - 74 years,Both sexes,%,5.7
Seasonally Adjusted Monthly Unemployment Rate,2021 January,25 - 74 years,Male,%,6.1
Seasonally Adjusted Monthly Unemployment Rate,2021 January,25 - 74 years,Female,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2021 February,15 - 24 years,Both sexes,%,18.6
Seasonally Adjusted Monthly Unemployment Rate,2021 February,15 - 24 years,Male,%,16.5
Seasonally Adjusted Monthly Unemployment Rate,2021 February,15 - 24 years,Female,%,20.8
Seasonally Adjusted Monthly Unemployment Rate,2021 February,15 - 74 years,Both sexes,%,7.4
Seasonally Adjusted Monthly Unemployment Rate,2021 February,15 - 74 years,Male,%,7.5
Seasonally Adjusted Monthly Unemployment Rate,2021 February,15 - 74 years,Female,%,7.4
Seasonally Adjusted Monthly Unemployment Rate,2021 February,25 - 74 years,Both sexes,%,6
Seasonally Adjusted Monthly Unemployment Rate,2021 February,25 - 74 years,Male,%,6.4
Seasonally Adjusted Monthly Unemployment Rate,2021 February,25 - 74 years,Female,%,5.6
Seasonally Adjusted Monthly Unemployment Rate,2021 March,15 - 24 years,Both sexes,%,19.5
Seasonally Adjusted Monthly Unemployment Rate,2021 March,15 - 24 years,Male,%,18.2
Seasonally Adjusted Monthly Unemployment Rate,2021 March,15 - 24 years,Female,%,20.8
Seasonally Adjusted Monthly Unemployment Rate,2021 March,15 - 74 years,Both sexes,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2021 March,15 - 74 years,Male,%,7.6
Seasonally Adjusted Monthly Unemployment Rate,2021 March,15 - 74 years,Female,%,7.7
Seasonally Adjusted Monthly Unemployment Rate,2021 March,25 - 74 years,Both sexes,%,6.1
Seasonally Adjusted Monthly Unemployment Rate,2021 March,25 - 74 years,Male,%,6.3
Seasonally Adjusted Monthly Unemployment Rate,2021 March,25 - 74 years,Female,%,5.9
Seasonally Adjusted Monthly Unemployment Rate,2021 April,15 - 24 years,Both sexes,%,20.1
Seasonally Adjusted Monthly Unemployment Rate,2021 April,15 - 24 years,Male,%,19.5
Seasonally Adjusted Monthly Unemployment Rate,2021 April,15 - 24 years,Female,%,20.9
Seasonally Adjusted Monthly Unemployment Rate,2021 April,15 - 74 years,Both sexes,%,7.5
Seasonally Adjusted Monthly Unemployment Rate,2021 April,15 - 74 years,Male,%,7.5
Seasonally Adjusted Monthly Unemployment Rate,2021 April,15 - 74 years,Female,%,7.5
Seasonally Adjusted Monthly Unemployment Rate,2021 April,25 - 74 years,Both sexes,%,5.8
Seasonally Adjusted Monthly Unemployment Rate,2021 April,25 - 74 years,Male,%,5.9
Seasonally Adjusted Monthly Unemployment Rate,2021 April,25 - 74 years,Female,%,5.6
Seasonally Adjusted Monthly Unemployment Rate,2021 May,15 - 24 years,Both sexes,%,18.2
Seasonally Adjusted Monthly Unemployment Rate,2021 May,15 - 24 years,Male,%,18.2
Seasonally Adjusted Monthly Unemployment Rate,2021 May,15 - 24 years,Female,%,18.2
Seasonally Adjusted Monthly Unemployment Rate,2021 May,15 - 74 years,Both sexes,%,7
Seasonally Adjusted Monthly Unemployment Rate,2021 May,15 - 74 years,Male,%,7
Seasonally Adjusted Monthly Unemployment Rate,2021 May,15 - 74 years,Female,%,7
Seasonally Adjusted Monthly Unemployment Rate,2021 May,25 - 74 years,Both sexes,%,5.5
Seasonally Adjusted Monthly Unemployment Rate,2021 May,25 - 74 years,Male,%,5.6
Seasonally Adjusted Monthly Unemployment Rate,2021 May,25 - 74 years,Female,%,5.3
Seasonally Adjusted Monthly Unemployment Rate,2021 June,15 - 24 years,Both sexes,%,15.3
Seasonally Adjusted Monthly Unemployment Rate,2021 June,15 - 24 years,Male,%,15.5
