Statistic Label,Month,Age Group,Sex,UNIT,VALUE
Seasonally Adjusted Monthly Unemployment,2006 July,25 - 74 years,Male,Thousand,38.8
Seasonally Adjusted Monthly Unemployment,2006 July,25 - 74 years,Female,Thousand,32.3
Seasonally Adjusted Monthly Unemployment,2006 August,15 - 24 years,Both sexes,Thousand,39.7
Seasonally Adjusted Monthly Unemployment,2006 August,15 - 24 years,Male,Thousand,24.3
Seasonally Adjusted Monthly Unemployment,2006 August,15 - 24 years,Female,Thousand,15.4
Seasonally Adjusted Monthly Unemployment,2006 August,15 - 74 years,Both sexes,Thousand,113.6
Seasonally Adjusted Monthly Unemployment,2006 August,15 - 74 years,Male,Thousand,64.4
Seasonally Adjusted Monthly Unemployment,2006 August,15 - 74 years,Female,Thousand,49.2
Seasonally Adjusted Monthly Unemployment,2006 August,25 - 74 years,Both sexes,Thousand,73.9
Seasonally Adjusted Monthly Unemployment,2006 August,25 - 74 years,Male,Thousand,40
Seasonally Adjusted Monthly Unemployment,2006 August,25 - 74 years,Female,Thousand,33.8
Seasonally Adjusted Monthly Unemployment,2006 September,15 - 24 years,Both sexes,Thousand,38.4
Seasonally Adjusted Monthly Unemployment,2006 September,15 - 24 years,Male,Thousand,23.2
Seasonally Adjusted Monthly Unemployment,2006 September,15 - 24 years,Female,Thousand,15.2
Seasonally Adjusted Monthly Unemployment,2006 September,15 - 74 years,Both sexes,Thousand,109.6
Seasonally Adjusted Monthly Unemployment,2006 September,15 - 74 years,Male,Thousand,62.9
Seasonally Adjusted Monthly Unemployment,2006 September,15 - 74 years,Female,Thousand,46.7
Seasonally Adjusted Monthly Unemployment,2006 September,25 - 74 years,Both sexes,Thousand,71.2
Seasonally Adjusted Monthly Unemployment,2006 September,25 - 74 years,Male,Thousand,39.7
Seasonally Adjusted Monthly Unemployment,2006 September,25 - 74 years,Female,Thousand,31.5
Seasonally Adjusted Monthly Unemployment,2006 October,15 - 24 years,Both sexes,Thousand,36
Seasonally Adjusted Monthly Unemployment,2006 October,15 - 24 years,Male,Thousand,20.7
Seasonally Adjusted Monthly Unemployment,2006 October,15 - 24 years,Female,Thousand,15.3
Seasonally Adjusted Monthly Unemployment,2006 October,15 - 74 years,Both sexes,Thousand,104.6
Seasonally Adjusted Monthly Unemployment,2006 October,15 - 74 years,Male,Thousand,59.8
Seasonally Adjusted Monthly Unemployment,2006 October,15 - 74 years,Female,Thousand,44.8
Seasonally Adjusted Monthly Unemployment,2006 October,25 - 74 years,Both sexes,Thousand,68.6
Seasonally Adjusted Monthly Unemployment,2006 October,25 - 74 years,Male,Thousand,39
Seasonally Adjusted Monthly Unemployment,2006 October,25 - 74 years,Female,Thousand,29.5
Seasonally Adjusted Monthly Unemployment,2006 November,15 - 24 years,Both sexes,Thousand,35.3
Seasonally Adjusted Monthly Unemployment,2006 November,15 - 24 years,Male,Thousand,19.9
Seasonally Adjusted Monthly Unemployment,2006 November,15 - 24 years,Female,Thousand,15.4
Seasonally Adjusted Monthly Unemployment,2006 November,15 - 74 years,Both sexes,Thousand,103.7
Seasonally Adjusted Monthly Unemployment,2006 November,15 - 74 years,Male,Thousand,58.9
Seasonally Adjusted Monthly Unemployment,2006 November,15 - 74 years,Female,Thousand,44.9
Seasonally Adjusted Monthly Unemployment,2006 November,25 - 74 years,Both sexes,Thousand,68.4
Seasonally Adjusted Monthly Unemployment,2006 November,25 - 74 years,Male,Thousand,38.9
Seasonally Adjusted Monthly Unemployment,2006 November,25 - 74 years,Female,Thousand,29.5
Seasonally Adjusted Monthly Unemployment,2006 December,15 - 24 years,Both sexes,Thousand,36.9
Seasonally Adjusted Monthly Unemployment,2006 December,15 - 24 years,Male,Thousand,21.4
Seasonally Adjusted Monthly Unemployment,2006 December,15 - 24 years,Female,Thousand,15.5
Seasonally Adjusted Monthly Unemployment,2006 December,15 - 74 years,Both sexes,Thousand,106.6
Seasonally Adjusted Monthly Unemployment,2006 December,15 - 74 years,Male,Thousand,60.8
Seasonally Adjusted Monthly Unemployment,2006 December,15 - 74 years,Female,Thousand,45.8
Seasonally Adjusted Monthly Unemployment,2006 December,25 - 74 years,Both sexes,Thousand,69.6
Seasonally Adjusted Monthly Unemployment,2006 December,25 - 74 years,Male,Thousand,39.4
Seasonally Adjusted Monthly Unemployment,2006 December,25 - 74 years,Female,Thousand,30.3
Seasonally Adjusted Monthly Unemployment,2007 January,15 - 24 years,Both sexes,Thousand,39.5
Seasonally Adjusted Monthly Unemployment,2007 January,15 - 24 years,Male,Thousand,24
Seasonally Adjusted Monthly Unemployment,2007 January,15 - 24 years,Female,Thousand,15.5
Seasonally Adjusted Monthly Unemployment,2007 January,15 - 74 years,Both sexes,Thousand,110.5
Seasonally Adjusted Monthly Unemployment,2007 January,15 - 74 years,Male,Thousand,63.1
Seasonally Adjusted Monthly Unemployment,2007 January,15 - 74 years,Female,Thousand,47.3
Seasonally Adjusted Monthly Unemployment,2007 January,25 - 74 years,Both sexes,Thousand,71
Seasonally Adjusted Monthly Unemployment,2007 January,25 - 74 years,Male,Thousand,39.1
Seasonally Adjusted Monthly Unemployment,2007 January,25 - 74 years,Female,Thousand,31.8
Seasonally Adjusted Monthly Unemployment,2007 February,15 - 24 years,Both sexes,Thousand,41
Seasonally Adjusted Monthly Unemployment,2007 February,15 - 24 years,Male,Thousand,25.1
Seasonally Adjusted Monthly Unemployment,2007 February,15 - 24 years,Female,Thousand,15.9
Seasonally Adjusted Monthly Unemployment,2007 February,15 - 74 years,Both sexes,Thousand,113.3
Seasonally Adjusted Monthly Unemployment,2007 February,15 - 74 years,Male,Thousand,65
Seasonally Adjusted Monthly Unemployment,2007 February,15 - 74 years,Female,Thousand,48.3
Seasonally Adjusted Monthly Unemployment,2007 February,25 - 74 years,Both sexes,Thousand,72.3
Seasonally Adjusted Monthly Unemployment,2007 February,25 - 74 years,Male,Thousand,39.9
Seasonally Adjusted Monthly Unemployment,2007 February,25 - 74 years,Female,Thousand,32.4
Seasonally Adjusted Monthly Unemployment,2007 March,15 - 24 years,Both sexes,Thousand,42.8
Seasonally Adjusted Monthly Unemployment,2007 March,15 - 24 years,Male,Thousand,26.1
Seasonally Adjusted Monthly Unemployment,2007 March,15 - 24 years,Female,Thousand,16.7
Seasonally Adjusted Monthly Unemployment,2007 March,15 - 74 years,Both sexes,Thousand,115.1
Seasonally Adjusted Monthly Unemployment,2007 March,15 - 74 years,Male,Thousand,65.7
Seasonally Adjusted Monthly Unemployment,2007 March,15 - 74 years,Female,Thousand,49.4
Seasonally Adjusted Monthly Unemployment,2007 March,25 - 74 years,Both sexes,Thousand,72.3
Seasonally Adjusted Monthly Unemployment,2007 March,25 - 74 years,Male,Thousand,39.6
Seasonally Adjusted Monthly Unemployment,2007 March,25 - 74 years,Female,Thousand,32.7
Seasonally Adjusted Monthly Unemployment,2007 April,15 - 24 years,Both sexes,Thousand,43.7
Seasonally Adjusted Monthly Unemployment,2007 April,15 - 24 years,Male,Thousand,26
Seasonally Adjusted Monthly Unemployment,2007 April,15 - 24 years,Female,Thousand,17.7
Seasonally Adjusted Monthly Unemployment,2007 April,15 - 74 years,Both sexes,Thousand,116.4
Seasonally Adjusted Monthly Unemployment,2007 April,15 - 74 years,Male,Thousand,65
Seasonally Adjusted Monthly Unemployment,2007 April,15 - 74 years,Female,Thousand,51.4
Seasonally Adjusted Monthly Unemployment,2007 April,25 - 74 years,Both sexes,Thousand,72.7
Seasonally Adjusted Monthly Unemployment,2007 April,25 - 74 years,Male,Thousand,39
Seasonally Adjusted Monthly Unemployment,2007 April,25 - 74 years,Female,Thousand,33.7
Seasonally Adjusted Monthly Unemployment,2007 May,15 - 24 years,Both sexes,Thousand,43.3
Seasonally Adjusted Monthly Unemployment,2007 May,15 - 24 years,Male,Thousand,25.7
Seasonally Adjusted Monthly Unemployment,2007 May,15 - 24 years,Female,Thousand,17.6
Seasonally Adjusted Monthly Unemployment,2007 May,15 - 74 years,Both sexes,Thousand,116.1
Seasonally Adjusted Monthly Unemployment,2007 May,15 - 74 years,Male,Thousand,64.4
Seasonally Adjusted Monthly Unemployment,2007 May,15 - 74 years,Female,Thousand,51.7
Seasonally Adjusted Monthly Unemployment,2007 May,25 - 74 years,Both sexes,Thousand,72.8
Seasonally Adjusted Monthly Unemployment,2007 May,25 - 74 years,Male,Thousand,38.7
Seasonally Adjusted Monthly Unemployment,2007 May,25 - 74 years,Female,Thousand,34
Seasonally Adjusted Monthly Unemployment,2007 June,15 - 24 years,Both sexes,Thousand,43.1
Seasonally Adjusted Monthly Unemployment,2007 June,15 - 24 years,Male,Thousand,25.5
Seasonally Adjusted Monthly Unemployment,2007 June,15 - 24 years,Female,Thousand,17.7
Seasonally Adjusted Monthly Unemployment,2007 June,15 - 74 years,Both sexes,Thousand,116.5
Seasonally Adjusted Monthly Unemployment,2007 June,15 - 74 years,Male,Thousand,64.3
Seasonally Adjusted Monthly Unemployment,2007 June,15 - 74 years,Female,Thousand,52.1
Seasonally Adjusted Monthly Unemployment,2007 June,25 - 74 years,Both sexes,Thousand,73.3
Seasonally Adjusted Monthly Unemployment,2007 June,25 - 74 years,Male,Thousand,38.9
Seasonally Adjusted Monthly Unemployment,2007 June,25 - 74 years,Female,Thousand,34.5
Seasonally Adjusted Monthly Unemployment,2007 July,15 - 24 years,Both sexes,Thousand,41.3
Seasonally Adjusted Monthly Unemployment,2007 July,15 - 24 years,Male,Thousand,25.4
Seasonally Adjusted Monthly Unemployment,2007 July,15 - 24 years,Female,Thousand,15.9
Seasonally Adjusted Monthly Unemployment,2007 July,15 - 74 years,Both sexes,Thousand,114.1
Seasonally Adjusted Monthly Unemployment,2007 July,15 - 74 years,Male,Thousand,64.8
Seasonally Adjusted Monthly Unemployment,2007 July,15 - 74 years,Female,Thousand,49.3
Seasonally Adjusted Monthly Unemployment,2007 July,25 - 74 years,Both sexes,Thousand,72.8
Seasonally Adjusted Monthly Unemployment,2007 July,25 - 74 years,Male,Thousand,39.3
Seasonally Adjusted Monthly Unemployment,2007 July,25 - 74 years,Female,Thousand,33.4
Seasonally Adjusted Monthly Unemployment,2007 August,15 - 24 years,Both sexes,Thousand,40.4
Seasonally Adjusted Monthly Unemployment,2007 August,15 - 24 years,Male,Thousand,25.1
Seasonally Adjusted Monthly Unemployment,2007 August,15 - 24 years,Female,Thousand,15.4
Seasonally Adjusted Monthly Unemployment,2007 August,15 - 74 years,Both sexes,Thousand,114
Seasonally Adjusted Monthly Unemployment,2007 August,15 - 74 years,Male,Thousand,65.5
Seasonally Adjusted Monthly Unemployment,2007 August,15 - 74 years,Female,Thousand,48.5
Seasonally Adjusted Monthly Unemployment,2007 August,25 - 74 years,Both sexes,Thousand,73.5
Seasonally Adjusted Monthly Unemployment,2007 August,25 - 74 years,Male,Thousand,40.4
Seasonally Adjusted Monthly Unemployment,2007 August,25 - 74 years,Female,Thousand,33.1
Seasonally Adjusted Monthly Unemployment,2007 September,15 - 24 years,Both sexes,Thousand,40.7
Seasonally Adjusted Monthly Unemployment,2007 September,15 - 24 years,Male,Thousand,25.2
Seasonally Adjusted Monthly Unemployment,2007 September,15 - 24 years,Female,Thousand,15.5
Seasonally Adjusted Monthly Unemployment,2007 September,15 - 74 years,Both sexes,Thousand,115
Seasonally Adjusted Monthly Unemployment,2007 September,15 - 74 years,Male,Thousand,67.4
Seasonally Adjusted Monthly Unemployment,2007 September,15 - 74 years,Female,Thousand,47.7
Seasonally Adjusted Monthly Unemployment,2007 September,25 - 74 years,Both sexes,Thousand,74.3
Seasonally Adjusted Monthly Unemployment,2007 September,25 - 74 years,Male,Thousand,42.2
Seasonally Adjusted Monthly Unemployment,2007 September,25 - 74 years,Female,Thousand,32.2
Seasonally Adjusted Monthly Unemployment,2007 October,15 - 24 years,Both sexes,Thousand,41.8
Seasonally Adjusted Monthly Unemployment,2007 October,15 - 24 years,Male,Thousand,25.1
Seasonally Adjusted Monthly Unemployment,2007 October,15 - 24 years,Female,Thousand,16.6
Seasonally Adjusted Monthly Unemployment,2007 October,15 - 74 years,Both sexes,Thousand,118.6
Seasonally Adjusted Monthly Unemployment,2007 October,15 - 74 years,Male,Thousand,69.8
Seasonally Adjusted Monthly Unemployment,2007 October,15 - 74 years,Female,Thousand,48.8
Seasonally Adjusted Monthly Unemployment,2007 October,25 - 74 years,Both sexes,Thousand,76.8
Seasonally Adjusted Monthly Unemployment,2007 October,25 - 74 years,Male,Thousand,44.6
Seasonally Adjusted Monthly Unemployment,2007 October,25 - 74 years,Female,Thousand,32.2
Seasonally Adjusted Monthly Unemployment,2007 November,15 - 24 years,Both sexes,Thousand,43.4
Seasonally Adjusted Monthly Unemployment,2007 November,15 - 24 years,Male,Thousand,26.2
Seasonally Adjusted Monthly Unemployment,2007 November,15 - 24 years,Female,Thousand,17.3
Seasonally Adjusted Monthly Unemployment,2007 November,15 - 74 years,Both sexes,Thousand,123.2
Seasonally Adjusted Monthly Unemployment,2007 November,15 - 74 years,Male,Thousand,73.4
Seasonally Adjusted Monthly Unemployment,2007 November,15 - 74 years,Female,Thousand,49.8
Seasonally Adjusted Monthly Unemployment,2007 November,25 - 74 years,Both sexes,Thousand,79.8
Seasonally Adjusted Monthly Unemployment,2007 November,25 - 74 years,Male,Thousand,47.2
Seasonally Adjusted Monthly Unemployment,2007 November,25 - 74 years,Female,Thousand,32.6
Seasonally Adjusted Monthly Unemployment,2007 December,15 - 24 years,Both sexes,Thousand,44.5
Seasonally Adjusted Monthly Unemployment,2007 December,15 - 24 years,Male,Thousand,27.2
Seasonally Adjusted Monthly Unemployment,2007 December,15 - 24 years,Female,Thousand,17.3
Seasonally Adjusted Monthly Unemployment,2007 December,15 - 74 years,Both sexes,Thousand,124.1
Seasonally Adjusted Monthly Unemployment,2007 December,15 - 74 years,Male,Thousand,74.5
Seasonally Adjusted Monthly Unemployment,2007 December,15 - 74 years,Female,Thousand,49.6
Seasonally Adjusted Monthly Unemployment,2007 December,25 - 74 years,Both sexes,Thousand,79.6
Seasonally Adjusted Monthly Unemployment,2007 December,25 - 74 years,Male,Thousand,47.3
Seasonally Adjusted Monthly Unemployment,2007 December,25 - 74 years,Female,Thousand,32.3
Seasonally Adjusted Monthly Unemployment,2008 January,15 - 24 years,Both sexes,Thousand,45.7
Seasonally Adjusted Monthly Unemployment,2008 January,15 - 24 years,Male,Thousand,28.8
Seasonally Adjusted Monthly Unemployment,2008 January,15 - 24 years,Female,Thousand,16.8
Seasonally Adjusted Monthly Unemployment,2008 January,15 - 74 years,Both sexes,Thousand,124.4
Seasonally Adjusted Monthly Unemployment,2008 January,15 - 74 years,Male,Thousand,76.9
Seasonally Adjusted Monthly Unemployment,2008 January,15 - 74 years,Female,Thousand,47.5
Seasonally Adjusted Monthly Unemployment,2008 January,25 - 74 years,Both sexes,Thousand,78.7
Seasonally Adjusted Monthly Unemployment,2008 January,25 - 74 years,Male,Thousand,48
Seasonally Adjusted Monthly Unemployment,2008 January,25 - 74 years,Female,Thousand,30.7
Seasonally Adjusted Monthly Unemployment,2008 February,15 - 24 years,Both sexes,Thousand,46.8
Seasonally Adjusted Monthly Unemployment,2008 February,15 - 24 years,Male,Thousand,30.4
Seasonally Adjusted Monthly Unemployment,2008 February,15 - 24 years,Female,Thousand,16.4
Seasonally Adjusted Monthly Unemployment,2008 February,15 - 74 years,Both sexes,Thousand,125
Seasonally Adjusted Monthly Unemployment,2008 February,15 - 74 years,Male,Thousand,78.8
Seasonally Adjusted Monthly Unemployment,2008 February,15 - 74 years,Female,Thousand,46.2
Seasonally Adjusted Monthly Unemployment,2008 February,25 - 74 years,Both sexes,Thousand,78.3
Seasonally Adjusted Monthly Unemployment,2008 February,25 - 74 years,Male,Thousand,48.4
Seasonally Adjusted Monthly Unemployment,2008 February,25 - 74 years,Female,Thousand,29.8
Seasonally Adjusted Monthly Unemployment,2008 March,15 - 24 years,Both sexes,Thousand,47.7
Seasonally Adjusted Monthly Unemployment,2008 March,15 - 24 years,Male,Thousand,31.7
Seasonally Adjusted Monthly Unemployment,2008 March,15 - 24 years,Female,Thousand,16
Seasonally Adjusted Monthly Unemployment,2008 March,15 - 74 years,Both sexes,Thousand,130.4
Seasonally Adjusted Monthly Unemployment,2008 March,15 - 74 years,Male,Thousand,81.8
Seasonally Adjusted Monthly Unemployment,2008 March,15 - 74 years,Female,Thousand,48.6
Seasonally Adjusted Monthly Unemployment,2008 March,25 - 74 years,Both sexes,Thousand,82.7
Seasonally Adjusted Monthly Unemployment,2008 March,25 - 74 years,Male,Thousand,50.1
Seasonally Adjusted Monthly Unemployment,2008 March,25 - 74 years,Female,Thousand,32.6
Seasonally Adjusted Monthly Unemployment,2008 April,15 - 24 years,Both sexes,Thousand,48.3
Seasonally Adjusted Monthly Unemployment,2008 April,15 - 24 years,Male,Thousand,32.4
Seasonally Adjusted Monthly Unemployment,2008 April,15 - 24 years,Female,Thousand,15.8
Seasonally Adjusted Monthly Unemployment,2008 April,15 - 74 years,Both sexes,Thousand,131.5
Seasonally Adjusted Monthly Unemployment,2008 April,15 - 74 years,Male,Thousand,83.8
Seasonally Adjusted Monthly Unemployment,2008 April,15 - 74 years,Female,Thousand,47.8
Seasonally Adjusted Monthly Unemployment,2008 April,25 - 74 years,Both sexes,Thousand,83.2
Seasonally Adjusted Monthly Unemployment,2008 April,25 - 74 years,Male,Thousand,51.3
Seasonally Adjusted Monthly Unemployment,2008 April,25 - 74 years,Female,Thousand,31.9
Seasonally Adjusted Monthly Unemployment,2008 May,15 - 24 years,Both sexes,Thousand,50.8
Seasonally Adjusted Monthly Unemployment,2008 May,15 - 24 years,Male,Thousand,33.8
Seasonally Adjusted Monthly Unemployment,2008 May,15 - 24 years,Female,Thousand,16.9
Seasonally Adjusted Monthly Unemployment,2008 May,15 - 74 years,Both sexes,Thousand,138.9
Seasonally Adjusted Monthly Unemployment,2008 May,15 - 74 years,Male,Thousand,87.8
Seasonally Adjusted Monthly Unemployment,2008 May,15 - 74 years,Female,Thousand,51.2
Seasonally Adjusted Monthly Unemployment,2008 May,25 - 74 years,Both sexes,Thousand,88.2
Seasonally Adjusted Monthly Unemployment,2008 May,25 - 74 years,Male,Thousand,53.9
Seasonally Adjusted Monthly Unemployment,2008 May,25 - 74 years,Female,Thousand,34.2
Seasonally Adjusted Monthly Unemployment,2008 June,15 - 24 years,Both sexes,Thousand,55
Seasonally Adjusted Monthly Unemployment,2008 June,15 - 24 years,Male,Thousand,35.8
Seasonally Adjusted Monthly Unemployment,2008 June,15 - 24 years,Female,Thousand,19.2
Seasonally Adjusted Monthly Unemployment,2008 June,15 - 74 years,Both sexes,Thousand,149
Seasonally Adjusted Monthly Unemployment,2008 June,15 - 74 years,Male,Thousand,93.7
Seasonally Adjusted Monthly Unemployment,2008 June,15 - 74 years,Female,Thousand,55.4
Seasonally Adjusted Monthly Unemployment,2008 June,25 - 74 years,Both sexes,Thousand,94.1
Seasonally Adjusted Monthly Unemployment,2008 June,25 - 74 years,Male,Thousand,57.9
Seasonally Adjusted Monthly Unemployment,2008 June,25 - 74 years,Female,Thousand,36.2
Seasonally Adjusted Monthly Unemployment,2008 July,15 - 24 years,Both sexes,Thousand,61.7
Seasonally Adjusted Monthly Unemployment,2008 July,15 - 24 years,Male,Thousand,38.8
Seasonally Adjusted Monthly Unemployment,2008 July,15 - 24 years,Female,Thousand,22.9
Seasonally Adjusted Monthly Unemployment,2008 July,15 - 74 years,Both sexes,Thousand,163.3
Seasonally Adjusted Monthly Unemployment,2008 July,15 - 74 years,Male,Thousand,101.7
Seasonally Adjusted Monthly Unemployment,2008 July,15 - 74 years,Female,Thousand,61.6
Seasonally Adjusted Monthly Unemployment,2008 July,25 - 74 years,Both sexes,Thousand,101.6
Seasonally Adjusted Monthly Unemployment,2008 July,25 - 74 years,Male,Thousand,63
Seasonally Adjusted Monthly Unemployment,2008 July,25 - 74 years,Female,Thousand,38.7
Seasonally Adjusted Monthly Unemployment,2008 August,15 - 24 years,Both sexes,Thousand,65.9
Seasonally Adjusted Monthly Unemployment,2008 August,15 - 24 years,Male,Thousand,40.5
Seasonally Adjusted Monthly Unemployment,2008 August,15 - 24 years,Female,Thousand,25.4
Seasonally Adjusted Monthly Unemployment,2008 August,15 - 74 years,Both sexes,Thousand,174.9
Seasonally Adjusted Monthly Unemployment,2008 August,15 - 74 years,Male,Thousand,108.3
Seasonally Adjusted Monthly Unemployment,2008 August,15 - 74 years,Female,Thousand,66.6
Seasonally Adjusted Monthly Unemployment,2008 August,25 - 74 years,Both sexes,Thousand,109
Seasonally Adjusted Monthly Unemployment,2008 August,25 - 74 years,Male,Thousand,67.8
Seasonally Adjusted Monthly Unemployment,2008 August,25 - 74 years,Female,Thousand,41.2
Seasonally Adjusted Monthly Unemployment,2008 September,15 - 24 years,Both sexes,Thousand,69.5
Seasonally Adjusted Monthly Unemployment,2008 September,15 - 24 years,Male,Thousand,43.7
Seasonally Adjusted Monthly Unemployment,2008 September,15 - 24 years,Female,Thousand,25.7
Seasonally Adjusted Monthly Unemployment,2008 September,15 - 74 years,Both sexes,Thousand,182.8
Seasonally Adjusted Monthly Unemployment,2008 September,15 - 74 years,Male,Thousand,115
Seasonally Adjusted Monthly Unemployment,2008 September,15 - 74 years,Female,Thousand,67.8
Seasonally Adjusted Monthly Unemployment,2008 September,25 - 74 years,Both sexes,Thousand,113.4
Seasonally Adjusted Monthly Unemployment,2008 September,25 - 74 years,Male,Thousand,71.3
Seasonally Adjusted Monthly Unemployment,2008 September,25 - 74 years,Female,Thousand,42.1
Seasonally Adjusted Monthly Unemployment,2008 October,15 - 24 years,Both sexes,Thousand,69.7
Seasonally Adjusted Monthly Unemployment,2008 October,15 - 24 years,Male,Thousand,46.1
Seasonally Adjusted Monthly Unemployment,2008 October,15 - 24 years,Female,Thousand,23.6
Seasonally Adjusted Monthly Unemployment,2008 October,15 - 74 years,Both sexes,Thousand,190.1
Seasonally Adjusted Monthly Unemployment,2008 October,15 - 74 years,Male,Thousand,122.1
Seasonally Adjusted Monthly Unemployment,2008 October,15 - 74 years,Female,Thousand,68.1
Seasonally Adjusted Monthly Unemployment,2008 October,25 - 74 years,Both sexes,Thousand,120.4
Seasonally Adjusted Monthly Unemployment,2008 October,25 - 74 years,Male,Thousand,76
Seasonally Adjusted Monthly Unemployment,2008 October,25 - 74 years,Female,Thousand,44.4
Seasonally Adjusted Monthly Unemployment,2008 November,15 - 24 years,Both sexes,Thousand,71.7
Seasonally Adjusted Monthly Unemployment,2008 November,15 - 24 years,Male,Thousand,48.5
Seasonally Adjusted Monthly Unemployment,2008 November,15 - 24 years,Female,Thousand,23.2
Seasonally Adjusted Monthly Unemployment,2008 November,15 - 74 years,Both sexes,Thousand,199.8
Seasonally Adjusted Monthly Unemployment,2008 November,15 - 74 years,Male,Thousand,130.6
Seasonally Adjusted Monthly Unemployment,2008 November,15 - 74 years,Female,Thousand,69.2
Seasonally Adjusted Monthly Unemployment,2008 November,25 - 74 years,Both sexes,Thousand,128.1
Seasonally Adjusted Monthly Unemployment,2008 November,25 - 74 years,Male,Thousand,82.1
Seasonally Adjusted Monthly Unemployment,2008 November,25 - 74 years,Female,Thousand,46
Seasonally Adjusted Monthly Unemployment,2008 December,15 - 24 years,Both sexes,Thousand,73.5
Seasonally Adjusted Monthly Unemployment,2008 December,15 - 24 years,Male,Thousand,50.4
Seasonally Adjusted Monthly Unemployment,2008 December,15 - 24 years,Female,Thousand,23.2
Seasonally Adjusted Monthly Unemployment,2008 December,15 - 74 years,Both sexes,Thousand,209.6
Seasonally Adjusted Monthly Unemployment,2008 December,15 - 74 years,Male,Thousand,138.3
Seasonally Adjusted Monthly Unemployment,2008 December,15 - 74 years,Female,Thousand,71.3
Seasonally Adjusted Monthly Unemployment,2008 December,25 - 74 years,Both sexes,Thousand,136.1
Seasonally Adjusted Monthly Unemployment,2008 December,25 - 74 years,Male,Thousand,88
Seasonally Adjusted Monthly Unemployment,2008 December,25 - 74 years,Female,Thousand,48.1
Seasonally Adjusted Monthly Unemployment,2009 January,15 - 24 years,Both sexes,Thousand,78.7
Seasonally Adjusted Monthly Unemployment,2009 January,15 - 24 years,Male,Thousand,52.6
Seasonally Adjusted Monthly Unemployment,2009 January,15 - 24 years,Female,Thousand,26
Seasonally Adjusted Monthly Unemployment,2009 January,15 - 74 years,Both sexes,Thousand,233.5
Seasonally Adjusted Monthly Unemployment,2009 January,15 - 74 years,Male,Thousand,154.5
Seasonally Adjusted Monthly Unemployment,2009 January,15 - 74 years,Female,Thousand,79
Seasonally Adjusted Monthly Unemployment,2009 January,25 - 74 years,Both sexes,Thousand,154.8
Seasonally Adjusted Monthly Unemployment,2009 January,25 - 74 years,Male,Thousand,101.9
Seasonally Adjusted Monthly Unemployment,2009 January,25 - 74 years,Female,Thousand,52.9
Seasonally Adjusted Monthly Unemployment,2009 February,15 - 24 years,Both sexes,Thousand,83.2
Seasonally Adjusted Monthly Unemployment,2009 February,15 - 24 years,Male,Thousand,55.2
Seasonally Adjusted Monthly Unemployment,2009 February,15 - 24 years,Female,Thousand,28
Seasonally Adjusted Monthly Unemployment,2009 February,15 - 74 years,Both sexes,Thousand,251.9
Seasonally Adjusted Monthly Unemployment,2009 February,15 - 74 years,Male,Thousand,167.5
Seasonally Adjusted Monthly Unemployment,2009 February,15 - 74 years,Female,Thousand,84.4
Seasonally Adjusted Monthly Unemployment,2009 February,25 - 74 years,Both sexes,Thousand,168.7
Seasonally Adjusted Monthly Unemployment,2009 February,25 - 74 years,Male,Thousand,112.3
Seasonally Adjusted Monthly Unemployment,2009 February,25 - 74 years,Female,Thousand,56.4
Seasonally Adjusted Monthly Unemployment,2009 March,15 - 24 years,Both sexes,Thousand,88
Seasonally Adjusted Monthly Unemployment,2009 March,15 - 24 years,Male,Thousand,58.8
Seasonally Adjusted Monthly Unemployment,2009 March,15 - 24 years,Female,Thousand,29.2
Seasonally Adjusted Monthly Unemployment,2009 March,15 - 74 years,Both sexes,Thousand,268.2
Seasonally Adjusted Monthly Unemployment,2009 March,15 - 74 years,Male,Thousand,179.6
Seasonally Adjusted Monthly Unemployment,2009 March,15 - 74 years,Female,Thousand,88.6
Seasonally Adjusted Monthly Unemployment,2009 March,25 - 74 years,Both sexes,Thousand,180.2
Seasonally Adjusted Monthly Unemployment,2009 March,25 - 74 years,Male,Thousand,120.8
Seasonally Adjusted Monthly Unemployment,2009 March,25 - 74 years,Female,Thousand,59.4
Seasonally Adjusted Monthly Unemployment,2009 April,15 - 24 years,Both sexes,Thousand,93.9
Seasonally Adjusted Monthly Unemployment,2009 April,15 - 24 years,Male,Thousand,63.3
Seasonally Adjusted Monthly Unemployment,2009 April,15 - 24 years,Female,Thousand,30.6
Seasonally Adjusted Monthly Unemployment,2009 April,15 - 74 years,Both sexes,Thousand,283.2
Seasonally Adjusted Monthly Unemployment,2009 April,15 - 74 years,Male,Thousand,191
Seasonally Adjusted Monthly Unemployment,2009 April,15 - 74 years,Female,Thousand,92.2
Seasonally Adjusted Monthly Unemployment,2009 April,25 - 74 years,Both sexes,Thousand,189.3
Seasonally Adjusted Monthly Unemployment,2009 April,25 - 74 years,Male,Thousand,127.7
Seasonally Adjusted Monthly Unemployment,2009 April,25 - 74 years,Female,Thousand,61.6
Seasonally Adjusted Monthly Unemployment,2009 May,15 - 24 years,Both sexes,Thousand,97.9
Seasonally Adjusted Monthly Unemployment,2009 May,15 - 24 years,Male,Thousand,66.2
Seasonally Adjusted Monthly Unemployment,2009 May,15 - 24 years,Female,Thousand,31.7
Seasonally Adjusted Monthly Unemployment,2009 May,15 - 74 years,Both sexes,Thousand,294.2
Seasonally Adjusted Monthly Unemployment,2009 May,15 - 74 years,Male,Thousand,198.6
Seasonally Adjusted Monthly Unemployment,2009 May,15 - 74 years,Female,Thousand,95.6
